ID,seed
ISIC_0013184x4,875857717
ISIC_0013198x4,998555633
ISIC_0013258x2,290893685
ISIC_0013258x3,987240755
ISIC_0013258x4,347021763
ISIC_0013334x1,206565098
ISIC_0013359x1,922019549
ISIC_0013365x1,943877648
ISIC_0013359x2,674860018
ISIC_0013334x2,590137275
ISIC_0013359x3,394716495
ISIC_0013334x3,579909588
ISIC_0013359x4,1036806269
ISIC_0013427x1,932274598
ISIC_0013365x2,918047136
ISIC_0013429x1,123842872
ISIC_0013427x2,539483534
ISIC_0013365x3,499255215
ISIC_0013427x3,302138591
ISIC_0013334x4,1021231983
ISIC_0013365x4,682412868
ISIC_0013429x2,383563134
ISIC_0013490x1,318298169
ISIC_0013427x4,184345537
ISIC_0013497x1,549297787
ISIC_0013499x1,537243060
ISIC_0013490x2,659182537
ISIC_0013429x3,1020610477
ISIC_0013500x1,389092617
ISIC_0013497x2,1017429508
ISIC_0013499x2,402088331
ISIC_0013490x3,826459063
ISIC_0013490x4,214509058
ISIC_0013429x4,182847697
ISIC_0013499x3,794863398
ISIC_0013497x3,172112328
ISIC_0013497x4,343895598
ISIC_0013500x2,1037101776
ISIC_0013525x1,130788148
ISIC_0013530x1,552901215
ISIC_0013525x2,927548393
ISIC_0013499x4,676486807
ISIC_0013530x2,206753045
ISIC_0013525x3,376140335
ISIC_0013525x4,468957584
ISIC_0013500x3,374906585
ISIC_0013530x3,158073951
ISIC_0013567x1,46629836
ISIC_0013572x1,977766850
ISIC_0013530x4,660264530
ISIC_0013573x1,149599471
ISIC_0013578x1,476702215
ISIC_0013573x2,667973122
ISIC_0013500x4,514264008
ISIC_0013578x2,61691102
ISIC_0013567x2,474537820
ISIC_0013572x2,37525490
ISIC_0013573x3,628350043
ISIC_0013567x3,1051803762
ISIC_0013572x3,1032201431
ISIC_0013579x1,205883609
ISIC_0013578x3,956576289
ISIC_0013567x4,223353509
ISIC_0013579x2,891581280
ISIC_0013579x3,384116592
ISIC_0013573x4,294216980
ISIC_0013581x1,211277643
ISIC_0013572x4,752141308
ISIC_0013581x2,534020862
ISIC_0013594x1,853734415
ISIC_0013578x4,1036115027
ISIC_0013594x2,992211642
ISIC_0013581x3,37730680
ISIC_0013594x3,9890421
ISIC_0013606x1,340801415
ISIC_0013579x4,940805163
ISIC_0013581x4,109095386
ISIC_0013594x4,963802557
ISIC_0013610x1,987680953
ISIC_0013618x1,679514921
ISIC_0013606x2,570579144
ISIC_0013610x2,732038770
ISIC_0013626x1,172420736
ISIC_0013610x3,132846622
ISIC_0013634x1,883127925
ISIC_0013618x2,847145752
ISIC_0013606x3,873200616
ISIC_0013626x2,497879300
ISIC_0013618x3,449971053
ISIC_0013610x4,436988214
ISIC_0013626x3,139120202
ISIC_0013639x1,690349153
ISIC_0013626x4,680530744
ISIC_0013639x2,798326004
ISIC_0013634x2,1004585641
ISIC_0013606x4,389397628
ISIC_0013652x1,351780517
ISIC_0013639x3,1060085214
ISIC_0013618x4,918676702
ISIC_0013634x3,546739172
ISIC_0013652x2,209034380
ISIC_0013652x3,847646240
ISIC_0013652x4,142643960
ISIC_0013671x1,346836448
ISIC_0013672x1,237159143
ISIC_0013639x4,822172086
ISIC_0013674x1,526236800
ISIC_0013671x2,1359244
ISIC_0013634x4,487749951
ISIC_0013672x2,382536625
ISIC_0013674x2,129472749
ISIC_0013671x3,194566570
ISIC_0013672x3,856781258
ISIC_0013671x4,216224050
ISIC_0013672x4,223837755
ISIC_0013674x3,112151039
ISIC_0013740x1,116698861
ISIC_0013762x1,949672815
ISIC_0013740x2,772317117
ISIC_0013775x1,674314060
ISIC_0013777x1,269706455
ISIC_0013740x3,172496892
ISIC_0013674x4,739419352
ISIC_0013740x4,307522114
ISIC_0013762x2,359952592
ISIC_0013775x2,936230565
ISIC_0013777x2,993551328
ISIC_0013783x1,538604363
ISIC_0013775x3,980700939
ISIC_0013783x2,50384583
ISIC_0013775x4,820581490
ISIC_0013762x3,700175773
ISIC_0013783x3,148149365
ISIC_0013777x3,1042744198
ISIC_0013815x1,57768498
ISIC_0013762x4,565602992
ISIC_0013777x4,907317515
ISIC_0013831x1,318659593
ISIC_0013832x1,491249160
ISIC_0013831x2,851152064
ISIC_0013783x4,420847805
ISIC_0013815x2,21351607
ISIC_0013832x2,780147310
ISIC_0013831x3,855520886
ISIC_0013815x3,876294901
ISIC_0013839x1,98232954
ISIC_0013832x3,366521092
ISIC_0013839x2,479102474
ISIC_0013832x4,56394375
ISIC_0013840x1,960689374
ISIC_0013839x3,267286078
ISIC_0013844x1,508838756
ISIC_0013831x4,1008255487
ISIC_0013815x4,144054729
ISIC_0013840x2,923384061
ISIC_0013844x2,472493106
ISIC_0013844x3,412807418
ISIC_0013840x3,947498417
ISIC_0013844x4,329937402
ISIC_0013839x4,591782433
ISIC_0013845x1,54258823
ISIC_0013861x1,939285069
ISIC_0013840x4,370356893
ISIC_0013865x1,1009735944
ISIC_0013861x2,589378395
ISIC_0013874x1,564230887
ISIC_0013845x2,189287699
ISIC_0013845x3,37637011
ISIC_0013865x2,762986838
ISIC_0013861x3,579323224
ISIC_0013936x1,302552636
ISIC_0013874x2,95612482
ISIC_0013936x2,602639282
ISIC_0013861x4,533822459
ISIC_0013936x3,490111296
ISIC_0013874x3,563677445
ISIC_0013936x4,185602704
ISIC_0013845x4,304149254
ISIC_0013865x3,509646164
ISIC_0013969x1,804660049
ISIC_0013975x1,339971772
ISIC_0013972x1,778887173
ISIC_0013969x2,697600216
ISIC_0013975x2,706267343
ISIC_0013972x2,688340853
ISIC_0013874x4,561290191
ISIC_0013969x3,97409207
ISIC_0013865x4,972570027
ISIC_0013975x3,356059964
ISIC_0013975x4,973177487
ISIC_0013972x3,566900396
ISIC_0013969x4,799575871
ISIC_0013984x1,482554819
ISIC_0013986x1,476289292
ISIC_0013995x1,887595872
ISIC_0013972x4,1053210576
ISIC_0013984x2,157621642
ISIC_0013986x2,199522857
ISIC_0013984x3,372468607
ISIC_0013986x3,304739569
ISIC_0013986x4,866225241
ISIC_0013984x4,587617512
ISIC_0013997x1,81236145
ISIC_0014013x1,142224912
ISIC_0013995x2,662665981
ISIC_0014013x2,895146425
ISIC_0014044x1,114633091
ISIC_0014013x3,276699288
ISIC_0013995x3,447052472
ISIC_0014049x1,351576834
ISIC_0014049x2,831222386
ISIC_0014013x4,931317899
ISIC_0013997x2,403299960
ISIC_0014044x2,925988088
ISIC_0013995x4,803933575
ISIC_0014061x1,439128497
ISIC_0014044x3,883473240
ISIC_0014061x2,677210549
ISIC_0014049x3,380574053
ISIC_0014062x1,800735923
ISIC_0013997x3,161908405
ISIC_0014044x4,233593807
ISIC_0014049x4,135250906
ISIC_0014062x2,29154175
ISIC_0013997x4,538988239
ISIC_0014062x3,147089449
ISIC_0014061x3,589627937
ISIC_0014072x1,676380787
ISIC_0014076x1,1032688018
ISIC_0014079x1,755042275
ISIC_0014062x4,610869073
ISIC_0014076x2,691939505
ISIC_0014061x4,835728332
ISIC_0014082x1,604314272
ISIC_0014072x2,427244837
ISIC_0014082x2,576367915
ISIC_0014079x2,124481278
ISIC_0014076x3,215487395
ISIC_0014079x3,943713641
ISIC_0014088x1,864341546
ISIC_0014076x4,1023424975
ISIC_0014072x3,103565760
ISIC_0014082x3,973987393
ISIC_0014072x4,994399113
ISIC_0014082x4,139648156
ISIC_0014079x4,1035916711
ISIC_0014088x2,1061729293
ISIC_0014092x1,398464716
ISIC_0014088x3,1022009221
ISIC_0014099x1,485586468
ISIC_0014088x4,994154437
ISIC_0014108x1,855237834
ISIC_0014099x2,749247870
ISIC_0014108x2,495777427
ISIC_0014127x1,1005075028
ISIC_0014099x3,789069456
ISIC_0014132x1,897756866
ISIC_0014092x2,18491787
ISIC_0014099x4,803685361
ISIC_0014133x1,466428010
ISIC_0014108x3,62050529
ISIC_0014127x2,936810565
ISIC_0014132x2,446585614
ISIC_0014092x3,719144783
ISIC_0014127x3,45168246
ISIC_0014132x3,394000542
ISIC_0014133x2,805203244
ISIC_0014132x4,124180327
ISIC_0014108x4,776883005
ISIC_0014133x3,289037193
ISIC_0014092x4,1047701909
ISIC_0014127x4,468293704
ISIC_0014136x1,308174298
ISIC_0014144x1,676003602
ISIC_0014136x2,1067481495
ISIC_0014151x1,368519736
ISIC_0014156x1,573253720
ISIC_0014144x2,394511760
ISIC_0014136x3,519886289
ISIC_0014133x4,384132910
ISIC_0014151x2,942952214
ISIC_0014156x2,964678243
ISIC_0014136x4,226839998
ISIC_0014144x3,681385069
ISIC_0014157x1,1013327234
ISIC_0014156x3,201570607
ISIC_0014163x1,498989190
ISIC_0014157x2,607690548
ISIC_0014163x2,39810643
ISIC_0014151x3,93870884
ISIC_0014144x4,835284823
ISIC_0014156x4,763400902
ISIC_0014157x3,956575393
ISIC_0014163x3,1054883844
ISIC_0014157x4,694396902
ISIC_0014151x4,367611216
ISIC_0014171x1,134969003
ISIC_0014173x1,738896623
ISIC_0014183x1,238223260
ISIC_0014171x2,26025809
ISIC_0014173x2,1065986840
ISIC_0014183x2,1020303976
ISIC_0014163x4,328986661
ISIC_0014171x3,449551840
ISIC_0014187x1,773798014
ISIC_0014183x3,833809114
ISIC_0014171x4,686193973
ISIC_0014189x1,415978327
ISIC_0014189x2,455747895
ISIC_0014173x3,122334064
ISIC_0014189x3,584084653
ISIC_0014173x4,342694175
ISIC_0014183x4,683909430
ISIC_0014187x2,673184551
ISIC_0014189x4,478506787
ISIC_0014190x1,742421366
ISIC_0014187x3,960001502
ISIC_0014187x4,641953618
ISIC_0014222x1,60556092
ISIC_0014229x1,896265722
ISIC_0014238x1,1027025625
ISIC_0014190x2,1028335302
ISIC_0014249x1,473956712
ISIC_0014238x2,649220319
ISIC_0014190x3,911887767
ISIC_0014238x3,404685153
ISIC_0014222x2,560359142
ISIC_0014229x2,284069916
ISIC_0014222x3,1059202725
ISIC_0014249x2,391297578
ISIC_0014190x4,984214384
ISIC_0014249x3,760221625
ISIC_0014238x4,136851685
ISIC_0014249x4,629947693
ISIC_0014229x3,203284014
ISIC_0014222x4,319544988
ISIC_0014229x4,425841639
ISIC_0014289x1,519465245
ISIC_0014290x1,608161995
ISIC_0014291x1,780869786
ISIC_0014290x2,779921904
ISIC_0014291x2,158398375
ISIC_0014308x1,794780442
ISIC_0014316x1,35185355
ISIC_0014289x2,144140532
ISIC_0014308x2,294826688
ISIC_0014289x3,890147227
ISIC_0014290x3,51846306
ISIC_0014291x3,322760206
ISIC_0014308x3,670980673
ISIC_0014289x4,1061951984
ISIC_0014290x4,591637114
ISIC_0014308x4,586877976
ISIC_0014316x2,578252872
ISIC_0014324x1,387924558
ISIC_0014325x1,472295762
ISIC_0014327x1,584523244
ISIC_0014316x3,467843830
ISIC_0014291x4,393190525
ISIC_0014325x2,632204006
ISIC_0014327x2,828492421
ISIC_0014316x4,809730334
ISIC_0014325x3,928924310
ISIC_0014331x1,1067240512
ISIC_0014324x2,210637727
ISIC_0014331x2,267652692
ISIC_0014324x3,736317076
ISIC_0014327x3,831593069
ISIC_0014324x4,540087332
ISIC_0014337x1,242979778
ISIC_0014325x4,589784070
ISIC_0014327x4,456656074
ISIC_0014337x2,875668453
ISIC_0014331x3,357129568
ISIC_0014347x1,501462948
ISIC_0014357x1,281010450
ISIC_0014337x3,668259330
ISIC_0014337x4,77516617
ISIC_0014360x1,729417199
ISIC_0014331x4,540074606
ISIC_0014347x2,1061288861
ISIC_0014357x2,952281044
ISIC_0014361x1,657325655
ISIC_0014357x3,1038537237
ISIC_0014360x2,242526151
ISIC_0014366x1,1065640323
ISIC_0014361x2,393197984
ISIC_0014347x3,264574277
ISIC_0014361x3,133497959
ISIC_0014347x4,340884304
ISIC_0014361x4,1002442766
ISIC_0014357x4,866346802
ISIC_0014360x3,254971687
ISIC_0014366x2,587716022
ISIC_0014372x1,822311286
ISIC_0014372x2,564443812
ISIC_0014385x1,602833210
ISIC_0014395x1,41487524
ISIC_0014360x4,274961666
ISIC_0014366x3,763541030
ISIC_0014395x2,660633312
ISIC_0014366x4,365550603
ISIC_0014372x3,307303682
ISIC_0014395x3,1042098000
ISIC_0014385x2,55701752
ISIC_0014422x1,311158097
ISIC_0014422x2,1065634246
ISIC_0014372x4,168014882
ISIC_0014395x4,850355850
ISIC_0014422x3,1544346
ISIC_0014385x3,121258598
ISIC_0014476x1,412610747
ISIC_0014480x1,704984834
ISIC_0014422x4,136282446
ISIC_0014385x4,1022896288
ISIC_0014486x1,536939379
ISIC_0014501x1,793964633
ISIC_0014501x2,925777300
ISIC_0014476x2,782953974
ISIC_0014480x2,105311652
ISIC_0014507x1,231840042
ISIC_0014476x3,359457493
ISIC_0014480x3,623043225
ISIC_0014486x2,596431232
ISIC_0014507x2,148937643
ISIC_0014476x4,201111953
ISIC_0014480x4,573212520
ISIC_0014486x3,339876294
ISIC_0014507x3,428610127
ISIC_0014501x3,48764186
ISIC_0014518x1,788852312
ISIC_0014525x1,327118549
ISIC_0014518x2,714262009
ISIC_0014525x2,342277379
ISIC_0014486x4,761437741
ISIC_0014518x3,395494021
ISIC_0014507x4,891623768
ISIC_0014525x3,774915757
ISIC_0014501x4,756537560
ISIC_0014527x1,521421058
ISIC_0014543x1,277109043
ISIC_0014518x4,518115233
ISIC_0014525x4,276864476
ISIC_0014545x1,69429975
ISIC_0014527x2,135139785
ISIC_0014557x1,846695617
ISIC_0014545x2,755881233
ISIC_0014543x2,475229379
ISIC_0014545x3,134833119
ISIC_0014545x4,382640453
ISIC_0014527x3,920970601
ISIC_0014557x2,852115580
ISIC_0014543x3,551442730
ISIC_0014557x3,414470517
ISIC_0014527x4,805273245
ISIC_0014543x4,33620378
ISIC_0014557x4,257376946
ISIC_0014722x1,971546224
ISIC_0014735x1,911865688
ISIC_0014735x2,882589024
ISIC_0014722x2,572629688
ISIC_0014735x3,378136227
ISIC_0014788x1,919515484
ISIC_0014735x4,180073059
ISIC_0014795x1,82415367
ISIC_0014788x2,59130128
ISIC_0014795x2,632627230
ISIC_0014722x3,157005506
ISIC_0014795x3,513339345
ISIC_0014832x1,414888084
ISIC_0014832x2,248899330
ISIC_0014788x3,935401159
ISIC_0014788x4,666381441
ISIC_0014832x3,627588159
ISIC_0014722x4,313510724
ISIC_0014891x1,988827181
ISIC_0014795x4,479196524
ISIC_0014832x4,184706156
ISIC_0014891x2,184867896
ISIC_0014897x1,944952695
ISIC_0014891x3,622805902
ISIC_0014897x2,780459440
ISIC_0014891x4,295667040
ISIC_0014897x3,157233750
ISIC_0014919x1,172043506
ISIC_0014920x1,203858497
ISIC_0014922x1,1034472551
ISIC_0014897x4,298981043
ISIC_0014919x2,901860527
ISIC_0014920x2,726314418
ISIC_0014922x2,814485267
ISIC_0014951x1,431096467
ISIC_0014975x1,452691198
ISIC_0014922x3,390921486
ISIC_0014951x2,918709673
ISIC_0014922x4,1049279232
ISIC_0014951x3,1054749140
ISIC_0014919x3,990159472
ISIC_0014920x3,482195585
ISIC_0014975x2,725518736
ISIC_0014975x3,626613977
ISIC_0014951x4,631331083
ISIC_0014983x1,825251186
ISIC_0014919x4,1002629226
ISIC_0014920x4,612640358
ISIC_0014987x1,50784947
ISIC_0014987x2,1063407983
ISIC_0014975x4,787149236
ISIC_0014987x3,625308906
ISIC_0014983x2,22141549
ISIC_0015005x1,564120590
ISIC_0015045x1,1065675307
ISIC_0015079x1,669753687
ISIC_0015079x2,551292174
ISIC_0014987x4,697333620
ISIC_0015079x3,663458600
ISIC_0014983x3,106947392
ISIC_0015005x2,662502139
ISIC_0015082x1,970093066
ISIC_0015045x2,929921577
ISIC_0015005x3,723720102
ISIC_0015045x3,706574630
ISIC_0015005x4,610658672
ISIC_0015079x4,120082758
ISIC_0014983x4,915198978
ISIC_0015109x1,168346693
ISIC_0015082x2,665437940
ISIC_0015110x1,904114793
ISIC_0015045x4,875298950
ISIC_0015166x1,759395319
ISIC_0015110x2,274110364
ISIC_0015189x1,137872907
ISIC_0015109x2,574012878
ISIC_0015082x3,966234985
ISIC_0015166x2,972057154
ISIC_0015110x3,323100222
ISIC_0015166x3,164206083
ISIC_0015189x2,791758292
ISIC_0015109x3,810169712
ISIC_0015166x4,651013841
ISIC_0015082x4,116428504
ISIC_0015189x3,22282773
ISIC_0015190x1,986859221
ISIC_0015110x4,122914219
ISIC_0015200x1,241276835
ISIC_0015109x4,690370152
ISIC_0015200x2,77443114
ISIC_0015204x1,637411966
ISIC_0015189x4,975343217
ISIC_0015190x2,1048322339
ISIC_0015200x3,1009921152
ISIC_0015219x1,993673709
ISIC_0015284x1,720737017
ISIC_0015204x2,57514974
ISIC_0015190x3,905300677
ISIC_0015200x4,731046314
ISIC_0015219x2,1006455854
ISIC_0015284x2,911887185
ISIC_0015204x3,477073672
ISIC_0015190x4,822709730
ISIC_0015204x4,34779789
ISIC_0015219x3,523560460
ISIC_0015284x3,573094260
ISIC_0015219x4,97270529
ISIC_0015284x4,171947196
